t,gx,gy,gz,ax,ay,az,temp
10612,3184.00,-2110.00,-32768.00,2524.00,2512.00,17736.00,-624.00
10670,957.00,1688.00,-23495.00,156.00,1700.00,18644.00,-608.00
10726,-460.00,-4556.00,-26309.00,-724.00,1164.00,17924.00,-640.00
10782,3325.00,5243.00,-18716.00,96.00,1844.00,18852.00,-608.00
10840,2593.00,6054.00,-11380.00,-404.00,576.00,17584.00,-624.00
10896,-1303.00,-1050.00,5357.00,-1068.00,-212.00,18564.00,-656.00
10952,852.00,-2877.00,18817.00,-948.00,260.00,19564.00,-624.00
11010,-2545.00,-3766.00,32767.00,900.00,2076.00,18140.00,-608.00
11066,-4809.00,7813.00,32767.00,2264.00,1176.00,17332.00,-640.00
11122,-6220.00,-3377.00,29919.00,-1220.00,-1592.00,17232.00,-624.00
11180,3268.00,1291.00,29733.00,448.00,1584.00,16480.00,-608.00
11236,5070.00,-3285.00,17410.00,1376.00,-260.00,16200.00,-608.00
11293,5620.00,619.00,10605.00,2396.00,364.00,17536.00,-640.00
11350,1149.00,1598.00,3195.00,120.00,2228.00,19344.00,-656.00
11406,-1144.00,-11106.00,-18484.00,-3160.00,-196.00,18504.00,-624.00
11463,-8048.00,-474.00,-32768.00,3964.00,3544.00,16340.00,-576.00
11520,-839.00,11503.00,-32768.00,3304.00,996.00,16904.00,-608.00
11576,3195.00,3203.00,-30648.00,-600.00,1368.00,17660.00,-640.00
11633,7871.00,1564.00,-26926.00,524.00,1508.00,18080.00,-640.00
11689,6952.00,-7026.00,-20820.00,216.00,2572.00,18344.00,-640.00
11747,3351.00,4821.00,-8867.00,1044.00,1768.00,18780.00,-640.00
11803,746.00,617.00,11680.00,-48.00,1540.00,19040.00,-608.00
11859,-940.00,-4106.00,32767.00,100.00,3512.00,18184.00,-624.00
11917,-4193.00,3867.00,32767.00,1056.00,3208.00,16880.00,-624.00
11973,-4568.00,6000.00,32767.00,32.00,3108.00,18968.00,-592.00
12029,-6172.00,5638.00,25677.00,-1088.00,2304.00,17696.00,-592.00
12087,-5153.00,-1033.00,17886.00,-1316.00,1412.00,18496.00,-624.00
12143,-337.00,60.00,7500.00,-820.00,876.00,17272.00,-608.00
12199,-899.00,-8828.00,-9372.00,-1204.00,740.00,18216.00,-592.00
12257,-2258.00,2575.00,-31035.00,2344.00,1440.00,18664.00,-624.00
12313,-129.00,-3366.00,-32768.00,3264.00,1704.00,17244.00,-624.00
12370,1801.00,-991.00,-27593.00,2440.00,2684.00,17896.00,-592.00
12427,2082.00,8224.00,-32768.00,2328.00,2272.00,18220.00,-656.00
12483,1212.00,3400.00,-28604.00,1388.00,1400.00,18532.00,-608.00
12540,478.00,3641.00,-14376.00,684.00,796.00,18916.00,-592.00
12597,-352.00,648.00,-505.00,-1336.00,156.00,17620.00,-608.00
12653,352.00,-1257.00,15774.00,-1292.00,832.00,18648.00,-592.00
12710,2695.00,-973.00,32767.00,344.00,3032.00,18184.00,-608.00
12767,-1513.00,12192.00,32767.00,80.00,2360.00,16480.00,-640.00
12823,-11989.00,2923.00,32767.00,-1296.00,2628.00,18036.00,-608.00
12880,-3234.00,-5674.00,32683.00,-1412.00,3004.00,18424.00,-624.00
12937,-3442.00,-9996.00,13870.00,-2380.00,-392.00,17452.00,-624.00
12994,-92.00,-2411.00,10332.00,608.00,-116.00,19264.00,-592.00
13050,1649.00,-8197.00,-8263.00,864.00,792.00,19692.00,-640.00
13107,1303.00,-7211.00,-31422.00,1212.00,2704.00,18160.00,-608.00
13164,-4070.00,427.00,-32768.00,2880.00,2620.00,17948.00,-608.00
13220,-2244.00,7922.00,-27008.00,3020.00,1900.00,16356.00,-608.00
13277,1786.00,10015.00,-24017.00,-360.00,2096.00,18880.00,-624.00
13334,222.00,-2633.00,-23266.00,276.00,836.00,19456.00,-624.00
13390,-2153.00,-79.00,-17789.00,-24.00,1532.00,18120.00,-592.00
13447,455.00,-3618.00,-2117.00,-1152.00,-668.00,18104.00,-608.00
13504,4153.00,-2092.00,14784.00,452.00,-396.00,18112.00,-624.00
13560,5517.00,5223.00,32767.00,1564.00,3132.00,18540.00,-624.00
13618,-2807.00,11575.00,27406.00,3020.00,3080.00,15492.00,-608.00
13674,-4148.00,4638.00,27002.00,-356.00,2808.00,17912.00,-624.00
13730,-1115.00,-5103.00,22340.00,-20.00,2836.00,19304.00,-624.00
13788,-1817.00,4222.00,19894.00,-556.00,1540.00,17880.00,-592.00
13844,-1530.00,473.00,9962.00,-1124.00,804.00,18332.00,-592.00
13900,-415.00,-5925.00,-2290.00,1208.00,-140.00,18592.00,-608.00
13958,-1469.00,-5686.00,-21865.00,-524.00,704.00,18880.00,-640.00
14014,-1486.00,1489.00,-28068.00,1344.00,2008.00,18500.00,-624.00
14071,1268.00,-4195.00,-18138.00,1032.00,1928.00,18396.00,-608.00
14128,-2491.00,2128.00,-30075.00,-28.00,164.00,19504.00,-592.00
14184,5760.00,1426.00,-17834.00,652.00,1928.00,17340.00,-576.00
14241,-986.00,-5394.00,-1362.00,-1784.00,3912.00,16164.00,-608.00
14298,-4630.00,357.00,-11590.00,3360.00,3076.00,17240.00,-608.00
14354,1751.00,4413.00,-4393.00,1820.00,1412.00,19676.00,-608.00
14411,2985.00,-1065.00,-2765.00,3304.00,2616.00,18608.00,-608.00
14468,-5909.00,14090.00,9921.00,2076.00,2056.00,18692.00,-608.00
14525,1685.00,10651.00,30892.00,-1712.00,3984.00,15804.00,-592.00
14581,-8472.00,20807.00,32303.00,-6748.00,2736.00,20336.00,-560.00
14639,-4230.00,-5620.00,24703.00,-4636.00,2224.00,16164.00,-592.00
14695,-4372.00,-13602.00,28526.00,-4776.00,4264.00,18564.00,-624.00
14751,-819.00,-10430.00,16375.00,-944.00,2376.00,19228.00,-576.00
14809,2154.00,-9101.00,981.00,-168.00,972.00,17452.00,-608.00
14865,2434.00,-12192.00,-16635.00,1124.00,3192.00,19108.00,-560.00
14922,-9069.00,-18871.00,-16129.00,5636.00,2856.00,17120.00,-608.00
14979,-8549.00,99.00,-21869.00,6712.00,2748.00,16780.00,-624.00
15035,-7942.00,15255.00,-32768.00,4104.00,1320.00,17116.00,-576.00
15092,-69.00,14770.00,-23689.00,364.00,1156.00,18892.00,-592.00
15149,1797.00,-5897.00,-24530.00,996.00,1540.00,19772.00,-592.00
15206,-3443.00,5822.00,-12902.00,1076.00,2904.00,19532.00,-608.00
15262,-1404.00,6655.00,-6794.00,260.00,-732.00,18716.00,-656.00
15319,2772.00,-743.00,3770.00,-1040.00,-692.00,17684.00,-608.00
15376,269.00,-889.00,29972.00,-3796.00,676.00,18100.00,-592.00
15432,2285.00,-5409.00,32767.00,1652.00,2576.00,17796.00,-608.00
15489,-1297.00,6741.00,32767.00,1292.00,2540.00,17952.00,-608.00
15546,877.00,4486.00,30702.00,620.00,1904.00,18732.00,-592.00
15602,-794.00,8910.00,20973.00,-1284.00,1536.00,18916.00,-576.00
15660,-592.00,-1695.00,5842.00,-140.00,-68.00,16868.00,-576.00
15716,-1015.00,-3355.00,-8838.00,-1380.00,1892.00,17656.00,-576.00
15772,-2533.00,-961.00,-32768.00,-228.00,1692.00,19400.00,-608.00
15830,-2175.00,-5297.00,-32768.00,3424.00,2624.00,17464.00,-576.00
15886,-430.00,-1969.00,-25589.00,1348.00,564.00,17248.00,-624.00
15942,832.00,3095.00,-21459.00,1532.00,268.00,18024.00,-576.00
16000,3679.00,3049.00,-23821.00,1500.00,656.00,17828.00,-544.00
16056,-1274.00,9618.00,-15320.00,-272.00,2392.00,17840.00,-576.00
16112,969.00,3761.00,-10820.00,-892.00,-908.00,19556.00,-576.00
16169,-49.00,2390.00,45.00,-2872.00,-220.00,19748.00,-592.00
16226,1963.00,-4940.00,17365.00,-1768.00,-528.00,17476.00,-624.00
16282,-2736.00,-10350.00,32767.00,-48.00,1596.00,17428.00,-592.00
16339,-3565.00,-10121.00,32767.00,1332.00,116.00,17524.00,-624.00
16396,-4354.00,-5562.00,32537.00,1784.00,-812.00,19028.00,-592.00
16452,3200.00,5903.00,31748.00,1520.00,492.00,17532.00,-608.00
16509,879.00,1349.00,15820.00,12.00,-740.00,19692.00,-608.00
16566,-1776.00,1576.00,5315.00,1368.00,-1384.00,17088.00,-576.00
16622,-2260.00,-4396.00,-15690.00,-1156.00,-556.00,19280.00,-576.00
16679,-191.00,-2091.00,-32768.00,4884.00,1360.00,18124.00,-608.00
16736,1603.00,10354.00,-31410.00,3268.00,-256.00,18556.00,-576.00
16793,2179.00,4261.00,-21197.00,-400.00,2440.00,17632.00,-592.00
16849,3836.00,5357.00,-32360.00,652.00,764.00,19148.00,-592.00
16906,4307.00,8372.00,-24084.00,-168.00,1204.00,18220.00,-576.00
16963,-2386.00,-176.00,-9962.00,-2880.00,392.00,18300.00,-608.00
17019,1605.00,-4087.00,-7586.00,-2120.00,1724.00,19012.00,-576.00
17077,-769.00,-1288.00,2518.00,-1192.00,-524.00,18656.00,-608.00
17133,-411.00,-1306.00,15159.00,-704.00,396.00,17780.00,-592.00
17189,-820.00,-3219.00,32767.00,-504.00,1544.00,19180.00,-608.00
17246,-2439.00,-5273.00,32767.00,872.00,76.00,18288.00,-576.00
17303,-4517.00,-2377.00,32767.00,1216.00,1180.00,17712.00,-624.00
17359,-335.00,-582.00,27581.00,3480.00,-796.00,18984.00,-592.00
17417,-2593.00,-1231.00,18281.00,1248.00,-476.00,17756.00,-624.00
17473,1233.00,-61.00,8055.00,528.00,-352.00,17780.00,-624.00
17529,-49.00,695.00,-6268.00,-1072.00,-80.00,18056.00,-624.00
17586,657.00,-3188.00,-32215.00,1656.00,-108.00,18700.00,-592.00
17643,386.00,-4323.00,-32768.00,3404.00,1632.00,16764.00,-608.00
17699,434.00,5039.00,-32768.00,5032.00,1308.00,18352.00,-608.00
17756,4622.00,14212.00,-28393.00,-136.00,1336.00,18880.00,-608.00
17813,3198.00,-3749.00,-24732.00,-892.00,1036.00,18308.00,-608.00
17869,-3036.00,4235.00,-19452.00,572.00,892.00,18052.00,-608.00
17927,688.00,2583.00,-5737.00,-1068.00,-196.00,18284.00,-592.00
17983,2775.00,3692.00,9229.00,-2660.00,-296.00,20164.00,-576.00
18039,1772.00,-291.00,25606.00,-872.00,2192.00,16776.00,-592.00
18097,382.00,-2142.00,32767.00,-824.00,3196.00,18744.00,-592.00
18153,-3848.00,654.00,32767.00,592.00,2384.00,17812.00,-608.00
18209,-8845.00,4825.00,32767.00,152.00,2628.00,19172.00,-608.00
18267,-6123.00,236.00,24662.00,508.00,1668.00,18744.00,-592.00
18323,-1730.00,1607.00,15023.00,-1316.00,600.00,17612.00,-624.00
18379,-1237.00,2.00,2541.00,-716.00,684.00,18104.00,-592.00
18436,769.00,-6645.00,-11512.00,-724.00,532.00,18496.00,-592.00
18493,227.00,-3813.00,-32768.00,936.00,920.00,19124.00,-608.00
18549,-2455.00,-1014.00,-32768.00,4364.00,2100.00,17568.00,-656.00
18606,1171.00,6726.00,-29211.00,516.00,1680.00,18324.00,-624.00
18663,1983.00,5713.00,-27057.00,536.00,1364.00,17860.00,-592.00
18719,-391.00,-470.00,-23532.00,840.00,508.00,18616.00,-592.00
18776,-2164.00,605.00,-16441.00,-1320.00,668.00,17192.00,-624.00
18833,-554.00,1788.00,-2290.00,-120.00,-900.00,20372.00,-592.00
18889,2809.00,581.00,15094.00,-1468.00,-652.00,17716.00,-576.00
18946,74.00,-6137.00,32767.00,-464.00,1412.00,18068.00,-592.00
19003,1975.00,-1109.00,32767.00,1568.00,1424.00,17804.00,-608.00
19059,-7827.00,-1153.00,32767.00,1124.00,2728.00,19256.00,-576.00
19117,-3297.00,8728.00,26039.00,-2596.00,-1300.00,17400.00,-592.00
19173,-764.00,-581.00,17699.00,204.00,56.00,18008.00,-624.00
19229,1115.00,1472.00,11265.00,-1128.00,848.00,18320.00,-624.00
19287,-1417.00,-3222.00,1558.00,-232.00,228.00,16200.00,-592.00
19343,-3512.00,-8767.00,-14701.00,-3544.00,364.00,18076.00,-608.00
19399,-5832.00,-3206.00,-32768.00,672.00,604.00,19100.00,-608.00
19457,-3749.00,-11208.00,-32768.00,4496.00,1808.00,16132.00,-592.00
19513,-1220.00,-52.00,-32768.00,5148.00,980.00,16344.00,-608.00
19569,-702.00,6003.00,-22497.00,2960.00,-864.00,18724.00,-592.00
19627,983.00,8085.00,-22064.00,1256.00,1396.00,18936.00,-640.00
19683,-191.00,5109.00,-7243.00,1196.00,-340.00,21244.00,-640.00
19739,1919.00,394.00,-1683.00,96.00,332.00,18104.00,-592.00
19796,-3064.00,6724.00,7165.00,112.00,-372.00,19116.00,-624.00
19853,2568.00,6385.00,27042.00,804.00,1524.00,18960.00,-608.00
19909,1443.00,3608.00,32767.00,920.00,3880.00,17908.00,-608.00
19966,-8791.00,5080.00,32767.00,-1400.00,1248.00,18536.00,-608.00
20023,-5801.00,4720.00,32767.00,-4200.00,2556.00,17820.00,-576.00
20080,-2755.00,2198.00,17948.00,-4868.00,784.00,15980.00,-624.00
20136,-3579.00,-4945.00,2196.00,-424.00,-1104.00,18964.00,-576.00
20193,-1101.00,-4587.00,-8877.00,-1712.00,1420.00,19460.00,-608.00
20250,2737.00,-3011.00,-22070.00,-1332.00,976.00,17496.00,-608.00
20306,1251.00,-1210.00,-32768.00,1920.00,-12.00,19712.00,-608.00
20363,5003.00,1895.00,-31686.00,1092.00,1560.00,16512.00,-640.00
20420,4265.00,433.00,-24766.00,-1052.00,1624.00,18168.00,-608.00
20476,-24.00,569.00,-26841.00,2112.00,1084.00,19084.00,-640.00
20534,-4756.00,388.00,-13062.00,492.00,1552.00,20000.00,-592.00
20590,617.00,7624.00,-7826.00,144.00,428.00,18712.00,-608.00
20646,261.00,1259.00,891.00,-1856.00,-420.00,18828.00,-624.00
20703,3581.00,2147.00,18145.00,-2868.00,84.00,17904.00,-624.00
20760,6555.00,-4101.00,32767.00,-924.00,2484.00,17252.00,-624.00
20816,5157.00,-1779.00,31213.00,-160.00,1820.00,17788.00,-624.00
