t,gx,gy,gz,ax,ay,az,temp
5455,99.00,-37.00,-204.00,672.00,-224.00,18684.00,-2368.00
5472,82.00,9.00,-168.00,740.00,-96.00,18716.00,-2336.00
5488,57.00,24.00,-182.00,820.00,-88.00,18620.00,-2352.00
5505,86.00,-26.00,-170.00,764.00,-172.00,18716.00,-2368.00
5521,80.00,-23.00,-178.00,736.00,-188.00,18820.00,-2368.00
5537,94.00,18.00,-172.00,848.00,-192.00,18944.00,-2336.00
5554,92.00,10.00,-180.00,788.00,-88.00,18788.00,-2352.00
5570,90.00,5.00,-191.00,832.00,-120.00,18704.00,-2352.00
5586,87.00,-1.00,-160.00,860.00,-80.00,18556.00,-2336.00
5603,84.00,-34.00,-190.00,856.00,-172.00,18688.00,-2336.00
5619,95.00,-23.00,-169.00,804.00,-168.00,18792.00,-2352.00
5636,89.00,16.00,-184.00,832.00,-152.00,18652.00,-2368.00
5652,84.00,15.00,-183.00,860.00,-148.00,18500.00,-2352.00
5668,80.00,-13.00,-183.00,848.00,-132.00,18680.00,-2336.00
5685,91.00,-19.00,-158.00,796.00,-72.00,18744.00,-2352.00
5701,85.00,14.00,-179.00,828.00,-152.00,18700.00,-2336.00
5718,76.00,-6.00,-181.00,792.00,-8.00,18712.00,-2352.00
5733,84.00,10.00,-176.00,792.00,-80.00,18652.00,-2368.00
5749,100.00,3.00,-157.00,860.00,-160.00,18520.00,-2352.00
5766,95.00,-16.00,-186.00,868.00,-124.00,18776.00,-2368.00
5782,97.00,5.00,-176.00,800.00,-128.00,18792.00,-2352.00
5798,71.00,19.00,-170.00,776.00,-248.00,18580.00,-2336.00
5815,94.00,9.00,-169.00,832.00,-160.00,18668.00,-2352.00
5831,91.00,10.00,-185.00,788.00,-192.00,18604.00,-2336.00
5848,71.00,-32.00,-183.00,828.00,-124.00,18632.00,-2368.00
5864,68.00,-6.00,-183.00,808.00,-204.00,18820.00,-2368.00
5880,97.00,-2.00,-171.00,808.00,-104.00,18704.00,-2368.00
5897,109.00,-12.00,-183.00,884.00,-52.00,18524.00,-2336.00
5913,80.00,-30.00,-167.00,724.00,-164.00,18608.00,-2336.00
5929,94.00,-13.00,-186.00,748.00,-172.00,18780.00,-2352.00
5946,61.00,-14.00,-170.00,752.00,-176.00,18884.00,-2400.00
5962,90.00,11.00,-169.00,752.00,-124.00,18792.00,-2320.00
5979,75.00,5.00,-167.00,872.00,-88.00,18564.00,-2336.00
5995,94.00,-19.00,-180.00,812.00,-104.00,18600.00,-2336.00
6011,79.00,-12.00,-158.00,856.00,-196.00,18700.00,-2384.00
6028,112.00,7.00,-161.00,768.00,-120.00,18708.00,-2368.00
6044,73.00,-9.00,-199.00,796.00,-112.00,18584.00,-2352.00
6061,78.00,24.00,-171.00,864.00,-192.00,18512.00,-2368.00
6077,112.00,-49.00,-175.00,876.00,-168.00,18532.00,-2400.00
6093,100.00,10.00,-134.00,720.00,-160.00,18796.00,-2336.00
6110,105.00,3.00,-192.00,732.00,-208.00,18764.00,-2352.00
6126,75.00,-3.00,-202.00,892.00,-164.00,18696.00,-2336.00
6142,83.00,13.00,-173.00,824.00,-76.00,18552.00,-2352.00
6158,89.00,17.00,-149.00,776.00,-156.00,18640.00,-2336.00
6174,93.00,-4.00,-185.00,700.00,-60.00,18676.00,-2384.00
6191,76.00,-38.00,-185.00,804.00,-64.00,18812.00,-2352.00
6207,111.00,-23.00,-191.00,828.00,-64.00,18776.00,-2336.00
6223,89.00,5.00,-171.00,760.00,-72.00,18604.00,-2384.00
6240,74.00,6.00,-182.00,860.00,-124.00,18600.00,-2352.00
