t,gx,gy,gz,ax,ay,az,temp
2607,-218.00,-189.00,343.00,1156.00,-400.00,18672.00,-2352.00
2623,321.00,537.00,176.00,1968.00,-752.00,17308.00,-2352.00
2639,186.00,-191.00,-346.00,1152.00,-496.00,18720.00,-2304.00
2656,501.00,333.00,-359.00,1484.00,-152.00,19096.00,-2336.00
2672,313.00,161.00,-557.00,1604.00,-356.00,18200.00,-2336.00
2690,465.00,105.00,-562.00,1540.00,-440.00,18324.00,-2352.00
2706,438.00,77.00,-490.00,1512.00,40.00,18936.00,-2320.00
2722,244.00,110.00,-376.00,1492.00,-76.00,18684.00,-2336.00
2739,300.00,276.00,55.00,1788.00,-12.00,18916.00,-2304.00
2755,326.00,169.00,115.00,1024.00,-392.00,18948.00,-2320.00
2771,472.00,229.00,-179.00,1164.00,-188.00,18816.00,-2320.00
2788,145.00,-60.00,-437.00,1260.00,96.00,18988.00,-2336.00
2804,300.00,508.00,-38.00,2196.00,-80.00,18296.00,-2352.00
2821,175.00,247.00,-151.00,1012.00,-340.00,18680.00,-2320.00
2837,120.00,200.00,-565.00,1176.00,-144.00,18720.00,-2320.00
2853,348.00,761.00,-273.00,1980.00,-132.00,18636.00,-2352.00
2871,77.00,398.00,430.00,1608.00,-108.00,18740.00,-2320.00
2887,-110.00,170.00,346.00,1180.00,-4.00,18624.00,-2320.00
2904,-175.00,172.00,-28.00,948.00,-96.00,18608.00,-2384.00
2920,-60.00,36.00,-368.00,980.00,-224.00,18572.00,-2336.00
2936,25.00,-141.00,-730.00,1028.00,-188.00,18816.00,-2320.00
2953,-52.00,-117.00,-724.00,1800.00,-64.00,18776.00,-2336.00
2969,199.00,316.00,-211.00,1512.00,-216.00,19128.00,-2304.00
2985,-155.00,49.00,-486.00,1408.00,-160.00,18652.00,-2336.00
3002,-253.00,30.00,-495.00,1552.00,-80.00,18892.00,-2304.00
3018,-58.00,335.00,39.00,1660.00,-308.00,18804.00,-2320.00
3035,-298.00,-198.00,-256.00,900.00,-480.00,18200.00,-2320.00
3051,86.00,45.00,-532.00,1124.00,-348.00,18472.00,-2352.00
3067,283.00,115.00,-784.00,1388.00,-320.00,18644.00,-2336.00
3084,289.00,80.00,-644.00,1480.00,-284.00,18876.00,-2336.00
3100,147.00,-34.00,-231.00,1444.00,-384.00,18648.00,-2336.00
3117,35.00,-399.00,162.00,1468.00,-160.00,18720.00,-2336.00
3134,517.00,327.00,553.00,872.00,-404.00,19420.00,-2304.00
3150,93.00,-220.00,14.00,908.00,-404.00,18832.00,-2320.00
3167,346.00,-76.00,-441.00,1176.00,-436.00,18588.00,-2320.00
3183,476.00,-178.00,-505.00,1284.00,-168.00,18868.00,-2320.00
3200,361.00,52.00,-335.00,1628.00,108.00,18676.00,-2320.00
3216,271.00,187.00,-149.00,1640.00,72.00,18772.00,-2320.00
3232,-50.00,-323.00,321.00,1820.00,-312.00,19080.00,-2304.00
3249,-46.00,-24.00,311.00,2420.00,-440.00,17292.00,-2336.00
3265,333.00,295.00,297.00,764.00,-612.00,19168.00,-2336.00
3281,93.00,209.00,-639.00,520.00,-332.00,19032.00,-2336.00
3298,31.00,201.00,-912.00,980.00,16.00,18576.00,-2320.00
3314,24.00,81.00,-690.00,1120.00,-40.00,18508.00,-2336.00
3331,8.00,-95.00,-401.00,1324.00,-180.00,18512.00,-2320.00
3347,-93.00,-310.00,-65.00,1712.00,-144.00,19032.00,-2368.00
3363,-156.00,-278.00,-2.00,1372.00,-200.00,18648.00,-2336.00
3380,8.00,-251.00,-144.00,1384.00,-320.00,18620.00,-2304.00
3396,186.00,-123.00,-415.00,1200.00,-328.00,18856.00,-2320.00
3412,242.00,-45.00,-608.00,1400.00,-144.00,18660.00,-2352.00
3429,372.00,-64.00,-551.00,1216.00,-360.00,18444.00,-2320.00
3446,565.00,52.00,-289.00,1508.00,-276.00,18620.00,-2352.00
3463,365.00,-448.00,62.00,1520.00,-124.00,18948.00,-2320.00
3479,54.00,-673.00,190.00,1552.00,-8.00,18752.00,-2320.00
3495,-84.00,-715.00,324.00,1392.00,120.00,18720.00,-2336.00
3512,0.00,-382.00,55.00,1368.00,-96.00,18624.00,-2320.00
3528,77.00,-246.00,-130.00,1660.00,-20.00,18752.00,-2336.00
3545,256.00,231.00,101.00,1444.00,4.00,18636.00,-2352.00
3561,-30.00,582.00,317.00,1400.00,316.00,18636.00,-2320.00
3577,-407.00,589.00,1023.00,1444.00,-164.00,18708.00,-2288.00
3594,-863.00,733.00,1511.00,1512.00,-936.00,18996.00,-2320.00
3610,-808.00,-180.00,1552.00,1280.00,-1052.00,18668.00,-2336.00
3627,-418.00,-1054.00,690.00,984.00,-1024.00,18680.00,-2320.00
3644,168.00,-1397.00,-246.00,812.00,-292.00,18212.00,-2368.00
3660,314.00,-1100.00,-1111.00,904.00,-608.00,19096.00,-2336.00
3677,1140.00,574.00,-2480.00,1596.00,272.00,18532.00,-2320.00
3693,2210.00,977.00,-2331.00,1364.00,188.00,17900.00,-2336.00
3709,2653.00,871.00,-2141.00,1880.00,56.00,18828.00,-2320.00
3727,2182.00,160.00,-803.00,1768.00,288.00,19100.00,-2352.00
3743,1014.00,-379.00,240.00,1852.00,-312.00,18772.00,-2336.00
3760,528.00,211.00,-68.00,1464.00,-136.00,18856.00,-2320.00
3776,189.00,-267.00,-333.00,1408.00,248.00,18748.00,-2352.00
3792,175.00,-382.00,-445.00,1480.00,292.00,18912.00,-2320.00
